id,activity_date,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories,day_of_week,is_weekend,total_active_minutes,sedentary_ratio,activity_level
1624580081,2016-05-02,7155,4.92999982833862,4.92999982833862,0,0.860000014305115,0.589999973773956,3.47000002861023,0,7,6,166,1261,1497,Mon,Weekday,179,0.8756944444444444,Moderate
1624580081,2016-05-03,2100,1.37000000476837,1.37000000476837,0,0,0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,Tue,Weekday,96,0.9333333333333333,Low
1624580081,2016-05-04,2193,1.42999994754791,1.42999994754791,0,0,0,1.41999995708466,0,0,0,118,1322,1368,Wed,Weekday,118,0.9180555555555555,Low
1624580081,2016-05-05,2470,1.61000001430511,1.61000001430511,0,0,0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,Thu,Weekday,117,0.91875,Low
1624580081,2016-05-06,1727,1.12000000476837,1.12000000476837,0,0,0,1.12000000476837,0.00999999977648258,0,0,102,1338,1341,Fri,Weekday,102,0.9291666666666667,Low
1624580081,2016-05-07,2104,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,182,1258,1474,Sat,Weekend,182,0.8736111111111111,Low
1624580081,2016-05-08,3427,2.23000001907349,2.23000001907349,0,0,0,2.22000002861023,0,0,0,152,1288,1427,Sun,Weekend,152,0.8944444444444445,Low
1624580081,2016-05-09,1732,1.12999999523163,1.12999999523163,0,0,0,1.12999999523163,0,0,0,91,1349,1328,Mon,Weekday,91,0.9368055555555556,Low
1624580081,2016-05-10,2969,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,139,1301,1393,Tue,Weekday,139,0.9034722222222222,Low
1624580081,2016-05-11,3134,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,112,1328,1359,Wed,Weekday,112,0.9222222222222223,Low
1624580081,2016-05-12,2971,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,107,890,1002,Thu,Weekday,107,0.892678034102307,Low
1644430081,2016-04-12,10694,7.76999998092651,7.76999998092651,0,0.140000000596046,2.29999995231628,5.32999992370605,0,2,51,256,1131,3199,Tue,Weekday,309,0.7854166666666667,High
1644430081,2016-04-13,8001,5.82000017166138,5.82000017166138,0,2.27999997138977,0.899999976158142,2.64000010490417,0,30,16,135,1259,2902,Wed,Weekday,181,0.8743055555555556,Moderate
1644430081,2016-04-14,11037,8.02000045776367,8.02000045776367,0,0.360000014305115,2.55999994277954,5.09999990463257,0,5,58,252,1125,3226,Thu,Weekday,315,0.78125,High
1644430081,2016-04-15,5263,3.82999992370605,3.82999992370605,0,0.219999998807907,0.150000005960464,3.45000004768372,0,3,4,170,1263,2750,Fri,Weekday,177,0.8770833333333333,Moderate
1644430081,2016-04-16,15300,11.1199998855591,11.1199998855591,0,4.09999990463257,1.87999999523163,5.09000015258789,0,51,42,212,1135,3493,Sat,Weekend,305,0.7881944444444444,High
1644430081,2016-04-17,8757,6.36999988555908,6.36999988555908,0,2.25,0.569999992847443,3.54999995231628,0,29,13,186,1212,3011,Sun,Weekend,228,0.8416666666666667,Moderate
1644430081,2016-04-18,7132,5.19000005722046,5.19000005722046,0,1.07000005245209,1.66999995708466,2.45000004768372,0,15,33,121,1271,2806,Mon,Weekday,169,0.8826388888888889,Moderate
1644430081,2016-04-19,11256,8.18000030517578,8.18000030517578,0,0.360000014305115,2.52999997138977,5.30000019073486,0,5,58,278,1099,3300,Tue,Weekday,341,0.7631944444444444,High
1644430081,2016-04-20,2436,1.76999998092651,1.76999998092651,0,0,0,1.75999999046326,0.00999999977648258,0,0,125,1315,2430,Wed,Weekday,125,0.9131944444444444,Low
1644430081,2016-04-21,1223,0.889999985694885,0.889999985694885,0,0,0,0.879999995231628,0.00999999977648258,0,0,38,1402,2140,Thu,Weekday,38,0.9736111111111111,Low
1644430081,2016-04-22,3673,2.67000007629395,2.67000007629395,0,0,0,2.66000008583069,0.00999999977648258,0,0,86,1354,2344,Fri,Weekday,86,0.9402777777777778,Low
1644430081,2016-04-23,6637,4.82999992370605,4.82999992370605,0,0,0.579999983310699,4.25,0,0,15,160,1265,2677,Sat,Weekend,175,0.8784722222222222,Moderate
1644430081,2016-04-24,3321,2.41000008583069,2.41000008583069,0,0,0,2.41000008583069,0,0,0,89,1351,2413,Sun,Weekend,89,0.9381944444444444,Low
1644430081,2016-04-25,3580,2.59999990463257,2.59999990463257,0,0.589999973773956,0.0599999986588955,1.95000004768372,0,8,1,94,1337,2497,Mon,Weekday,103,0.9284722222222223,Low
1644430081,2016-04-26,9919,7.21000003814697,7.21000003814697,0,0.800000011920929,1.72000002861023,4.69000005722046,0,11,41,223,1165,3123,Tue,Weekday,275,0.8090277777777778,Moderate
1644430081,2016-04-27,3032,2.20000004768372,2.20000004768372,0,0,0,2.20000004768372,0,0,0,118,1322,2489,Wed,Weekday,118,0.9180555555555555,Low
1644430081,2016-04-28,9405,6.84000015258789,6.84000015258789,0,0.200000002980232,2.3199999332428,4.30999994277954,0,3,53,227,1157,3108,Thu,Weekday,283,0.8034722222222223,Moderate
1644430081,2016-04-29,3176,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,120,1193,2498,Fri,Weekday,120,0.9086062452399086,Low
1644430081,2016-04-30,18213,13.2399997711182,13.2399997711182,0,0.629999995231628,3.14000010490417,9.46000003814697,0,9,71,402,816,3846,Sat,Weekend,482,0.6286594761171033,High
1644430081,2016-05-01,6132,4.46000003814697,4.46000003814697,0,0.239999994635582,0.990000009536743,3.23000001907349,0,3,24,146,908,2696,Sun,Weekend,173,0.8399629972247918,Moderate
1644430081,2016-05-02,3758,2.73000001907349,2.73000001907349,0,0.0700000002980232,0.310000002384186,2.34999990463257,0,1,7,148,682,2580,Mon,Weekday,156,0.8138424821002387,Low
1644430081,2016-05-03,12850,9.34000015258789,9.34000015258789,0,0.720000028610229,4.09000015258789,4.53999996185303,0,10,94,221,1115,3324,Tue,Weekday,325,0.7743055555555556,High
1644430081,2016-05-04,2309,1.67999994754791,1.67999994754791,0,0,0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,Wed,Weekday,52,0.9638888888888889,Low
1644430081,2016-05-05,4363,3.19000005722046,3.19000005722046,0,0.519999980926514,0.540000021457672,2.13000011444092,0.00999999977648258,6,12,81,1341,2463,Thu,Weekday,99,0.93125,Low
1644430081,2016-05-06,9787,7.11999988555908,7.11999988555908,0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,Fri,Weekday,386,0.7319444444444444,Moderate
1644430081,2016-05-07,13372,9.72000026702881,9.72000026702881,0,3.25999999046326,0.790000021457672,5.67000007629395,0.00999999977648258,41,17,243,1139,3404,Sat,Weekend,301,0.7909722222222222,High
1644430081,2016-05-08,6724,4.8899998664856,4.8899998664856,0,0,0,4.88000011444092,0,0,0,295,991,2987,Sun,Weekend,295,0.7706065318818041,Moderate
1644430081,2016-05-09,6643,4.82999992370605,4.82999992370605,0,2.39000010490417,0.349999994039536,2.08999991416931,0.00999999977648258,32,6,303,1099,3008,Mon,Weekday,341,0.7631944444444444,Moderate
1644430081,2016-05-10,9167,6.65999984741211,6.65999984741211,0,0.879999995231628,0.810000002384186,4.96999979019165,0.00999999977648258,12,19,155,1254,2799,Tue,Weekday,186,0.8708333333333333,Moderate
1644430081,2016-05-11,1329,0.970000028610229,0.970000028610229,0,0,0,0.949999988079071,0.00999999977648258,0,0,49,713,1276,Wed,Weekday,49,0.9356955380577427,Low
1844505072,2016-04-12,6697,4.42999982833862,4.42999982833862,0,0,0,4.42999982833862,0,0,0,339,1101,2030,Tue,Weekday,339,0.7645833333333333,Moderate
1844505072,2016-04-13,4929,3.25999999046326,3.25999999046326,0,0,0,3.25999999046326,0,0,0,248,1192,1860,Wed,Weekday,248,0.8277777777777777,Low
1844505072,2016-04-14,7937,5.25,5.25,0,0,0,5.23000001907349,0,0,0,373,843,2130,Thu,Weekday,373,0.6932565789473685,Moderate
1844505072,2016-04-15,3844,2.53999996185303,2.53999996185303,0,0,0,2.53999996185303,0,0,0,176,527,1725,Fri,Weekday,176,0.7496443812233285,Low
1844505072,2016-04-16,3414,2.25999999046326,2.25999999046326,0,0,0,2.25999999046326,0,0,0,147,1293,1657,Sat,Weekend,147,0.8979166666666667,Low
1844505072,2016-04-17,4525,2.99000000953674,2.99000000953674,0,0.140000000596046,0.259999990463257,2.58999991416931,0,2,8,199,1231,1793,Sun,Weekend,209,0.8548611111111111,Low
1844505072,2016-04-18,4597,3.03999996185303,3.03999996185303,0,0,0.479999989271164,2.55999994277954,0,0,12,217,1211,1814,Mon,Weekday,229,0.8409722222222222,Low
1844505072,2016-04-19,197,0.129999995231628,0.129999995231628,0,0,0,0.129999995231628,0,0,0,10,1430,1366,Tue,Weekday,10,0.9930555555555556,Low
1844505072,2016-04-20,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1349,Wed,Weekday,1,0.9993055555555556,Low
1844505072,2016-04-21,8054,5.32000017166138,5.32000017166138,0,0.119999997317791,0.519999980926514,4.67999982833862,0,2,13,308,1117,2062,Thu,Weekday,323,0.7756944444444445,Moderate
1844505072,2016-04-22,5372,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,220,1220,1827,Fri,Weekday,220,0.8472222222222222,Moderate
1844505072,2016-04-23,3570,2.35999989509583,2.35999989509583,0,0,0,2.35999989509583,0,0,0,139,1301,1645,Sat,Weekend,139,0.9034722222222222,Low
1844505072,2016-04-24,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Sun,Weekend,0,1,Low
1844505072,2016-04-25,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Mon,Weekday,0,1,Low
1844505072,2016-04-26,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Tue,Weekday,0,1,Low
1844505072,2016-04-27,4,0,0,0,0,0,0,0,0,0,1,1439,1348,Wed,Weekday,1,0.9993055555555556,Low
1844505072,2016-04-28,6907,4.57000017166138,4.57000017166138,0,0,0,4.55999994277954,0,0,0,302,1138,1992,Thu,Weekday,302,0.7902777777777777,Moderate
1844505072,2016-04-29,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,Fri,Weekday,247,0.8141459744168548,Low
1844505072,2016-04-30,4014,2.67000007629395,2.67000007629395,0,0,0,2.65000009536743,0,0,0,184,218,1763,Sat,Weekend,184,0.5422885572139303,Low
1844505072,2016-05-01,2573,1.70000004768372,1.70000004768372,0,0,0.259999990463257,1.45000004768372,0,0,7,75,585,1541,Sun,Weekend,82,0.8770614692653673,Low
1844505072,2016-05-02,0,0,0,0,0,0,0,0,0,0,0,1440,1348,Mon,Weekday,0,1,Low
1844505072,2016-05-03,4059,2.6800000667572,2.6800000667572,0,0,0,2.6800000667572,0,0,0,184,1256,1742,Tue,Weekday,184,0.8722222222222222,Low
1844505072,2016-05-04,2080,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,87,1353,1549,Wed,Weekday,87,0.9395833333333333,Low
1844505072,2016-05-05,2237,1.48000001907349,1.48000001907349,0,0,0,1.48000001907349,0,0,0,120,1320,1589,Thu,Weekday,120,0.9166666666666666,Low
1844505072,2016-05-06,44,0.0299999993294477,0.0299999993294477,0,0,0,0.0299999993294477,0,0,0,2,1438,1351,Fri,Weekday,2,0.9986111111111111,Low
1844505072,2016-05-07,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Sat,Weekend,0,1,Low
1844505072,2016-05-08,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Sun,Weekend,0,1,Low
1844505072,2016-05-09,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Mon,Weekday,0,1,Low
1844505072,2016-05-10,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Tue,Weekday,0,1,Low
1844505072,2016-05-11,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Wed,Weekday,0,1,Low
1844505072,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,711,665,Thu,Weekday,0,1,Low
1927972279,2016-04-12,678,0.469999998807907,0.469999998807907,0,0,0,0.469999998807907,0,0,0,55,734,2220,Tue,Weekday,55,0.9302915082382763,Low
1927972279,2016-04-13,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,Wed,Weekday,32,0.9685658153241651,Low
1927972279,2016-04-14,2163,1.5,1.5,0,0,0.400000005960464,1.10000002384186,0,0,9,88,1292,2383,Thu,Weekday,97,0.9301655867530597,Low
1927972279,2016-04-15,980,0.680000007152557,0.680000007152557,0,0,0,0.680000007152557,0,0,0,51,941,2221,Fri,Weekday,51,0.9485887096774194,Low
1927972279,2016-04-16,0,0,0,0,0,0,0,0,0,0,0,1440,2064,Sat,Weekend,0,1,Low
1927972279,2016-04-17,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Sun,Weekend,0,1,Low
1927972279,2016-04-18,244,0.170000001788139,0.170000001788139,0,0,0,0.170000001788139,0,0,0,17,1423,2111,Mon,Weekday,17,0.9881944444444445,Low
1927972279,2016-04-19,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Tue,Weekday,0,1,Low
1927972279,2016-04-20,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Wed,Weekday,0,1,Low
1927972279,2016-04-21,0,0,0,0,0,0,0,0,0,0,0,1440,2064,Thu,Weekday,0,1,Low
1927972279,2016-04-22,149,0.100000001490116,0.100000001490116,0,0,0,0.100000001490116,0,0,0,10,1430,2093,Fri,Weekday,10,0.9930555555555556,Low
1927972279,2016-04-23,2945,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,145,1295,2499,Sat,Weekend,145,0.8993055555555556,Low
1927972279,2016-04-24,2090,1.45000004768372,1.45000004768372,0,0.0700000002980232,0.239999994635582,1.13999998569489,0,1,6,75,1358,2324,Sun,Weekend,82,0.9430555555555555,Low
1927972279,2016-04-25,152,0.109999999403954,0.109999999403954,0,0,0,0.109999999403954,0,0,0,12,1303,2100,Mon,Weekday,12,0.990874524714829,Low
1927972279,2016-04-26,3761,2.59999990463257,2.59999990463257,0,0,0,2.59999990463257,0,0,0,192,1058,2638,Tue,Weekday,192,0.8464,Low
1927972279,2016-04-27,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Wed,Weekday,0,1,Low
1927972279,2016-04-28,1675,1.1599999666214,1.1599999666214,0,0,0,1.1599999666214,0,0,0,95,1167,2351,Thu,Weekday,95,0.9247226624405706,Low
1927972279,2016-04-29,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Fri,Weekday,0,1,Low
1927972279,2016-04-30,0,0,0,0,0,0,0,0,0,0,0,1440,2064,Sat,Weekend,0,1,Low
1927972279,2016-05-01,2704,1.87000000476837,1.87000000476837,0,1.00999999046326,0.0299999993294477,0.829999983310699,0,14,1,70,1355,2411,Sun,Weekend,85,0.9409722222222222,Low
1927972279,2016-05-02,3790,2.61999988555908,2.61999988555908,0,1.1599999666214,0.300000011920929,1.1599999666214,0,16,8,94,1322,2505,Mon,Weekday,118,0.9180555555555555,Low
1927972279,2016-05-03,1326,0.920000016689301,0.920000016689301,0,0.730000019073486,0,0.180000007152557,0,10,0,17,1413,2195,Tue,Weekday,27,0.98125,Low
1927972279,2016-05-04,1786,1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,87,1353,2338,Wed,Weekday,87,0.9395833333333333,Low
1927972279,2016-05-05,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Thu,Weekday,0,1,Low
1927972279,2016-05-06,2091,1.45000004768372,1.45000004768372,0,0,0,1.45000004768372,0,0,0,108,1332,2383,Fri,Weekday,108,0.925,Low
1927972279,2016-05-07,1510,1.03999996185303,1.03999996185303,0,0,0,1.03999996185303,0,0,0,48,1392,2229,Sat,Weekend,48,0.9666666666666667,Low
1927972279,2016-05-08,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Sun,Weekend,0,1,Low
1927972279,2016-05-09,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Mon,Weekday,0,1,Low
1927972279,2016-05-10,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Tue,Weekday,0,1,Low
1927972279,2016-05-11,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Wed,Weekday,0,1,Low
1927972279,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,966,1383,Thu,Weekday,0,1,Low
2022484408,2016-04-12,11875,8.34000015258789,8.34000015258789,0,3.30999994277954,0.769999980926514,4.26000022888184,0,42,14,227,1157,2390,Tue,Weekday,283,0.8034722222222223,High
2022484408,2016-04-13,12024,8.5,8.5,0,2.99000000953674,0.100000001490116,5.40999984741211,0,43,5,292,1100,2601,Wed,Weekday,340,0.7638888888888888,High
2022484408,2016-04-14,10690,7.5,7.5,0,2.48000001907349,0.209999993443489,4.82000017166138,0,32,3,257,1148,2312,Thu,Weekday,292,0.7972222222222223,High
2022484408,2016-04-15,11034,8.02999973297119,8.02999973297119,0,1.94000005722046,0.310000002384186,5.78000020980835,0,27,9,282,1122,2525,Fri,Weekday,318,0.7791666666666667,High
2022484408,2016-04-16,10100,7.09000015258789,7.09000015258789,0,3.15000009536743,0.550000011920929,3.39000010490417,0,41,11,151,1237,2177,Sat,Weekend,203,0.8590277777777777,High
2022484408,2016-04-17,15112,11.3999996185303,11.3999996185303,0,3.86999988555908,0.660000026226044,6.88000011444092,0,28,29,331,1052,2782,Sun,Weekend,388,0.7305555555555555,High
2022484408,2016-04-18,14131,10.0699996948242,10.0699996948242,0,3.64000010490417,0.119999997317791,6.30000019073486,0,48,3,311,1078,2770,Mon,Weekday,362,0.7486111111111111,High
2022484408,2016-04-19,11548,8.52999973297119,8.52999973297119,0,3.28999996185303,0.239999994635582,5,0,31,7,250,1152,2489,Tue,Weekday,288,0.8,High
2022484408,2016-04-20,15112,10.6700000762939,10.6700000762939,0,3.33999991416931,1.92999994754791,5.40000009536743,0,48,63,276,1053,2897,Wed,Weekday,387,0.73125,High
2022484408,2016-04-21,12453,8.73999977111816,8.73999977111816,0,3.32999992370605,1.11000001430511,4.30999994277954,0,104,53,255,1028,3158,Thu,Weekday,412,0.7138888888888889,High
